NACA,18
0.000000 0.000000
0.002004 0.006452
0.004008 0.012079
0.006012 0.016952
0.008016 0.021142
0.010020 0.024721
0.012024 0.027760
0.014028 0.030329
0.016032 0.032501
0.018036 0.034345
0.020040 0.035933
0.022044 0.037337
0.024048 0.038627
0.026052 0.039872
0.028056 0.041107
0.030060 0.042329
0.032064 0.043536
0.034068 0.044727
0.036072 0.045898
0.038076 0.047048
0.040080 0.048175
0.042084 0.049275
0.044088 0.050346
0.046092 0.051387
0.048096 0.052395
0.050100 0.053368
0.052104 0.054303
0.054108 0.055204
0.056112 0.056071
0.058116 0.056907
0.060120 0.057714
0.062124 0.058493
0.064128 0.059248
0.066132 0.059980
0.068136 0.060692
0.070140 0.061385
0.072144 0.062061
0.074148 0.062723
0.076152 0.063372
0.078156 0.064010
0.080160 0.064636
0.082164 0.065252
0.084168 0.065856
0.086172 0.066449
0.088176 0.067030
0.090180 0.067601
0.092184 0.068161
0.094188 0.068710
0.096192 0.069248
0.098196 0.069775
0.100200 0.070291
0.102204 0.070797
0.104208 0.071292
0.106212 0.071777
0.108216 0.072252
0.110220 0.072717
0.112224 0.073173
0.114228 0.073618
0.116232 0.074055
0.118236 0.074482
0.120240 0.074900
0.122244 0.075310
0.124248 0.075711
0.126253 0.076103
0.128257 0.076488
0.130261 0.076864
0.132265 0.077232
0.134269 0.077593
0.136273 0.077946
0.138277 0.078292
0.140281 0.078631
0.142285 0.078963
0.144289 0.079288
0.146293 0.079607
0.148297 0.079919
0.150301 0.080226
0.152305 0.080526
0.154309 0.080820
0.156313 0.081108
0.158317 0.081391
0.160321 0.081668
0.162325 0.081939
0.164329 0.082205
0.166333 0.082465
0.168337 0.082719
0.170341 0.082968
0.172345 0.083212
0.174349 0.083450
0.176353 0.083683
0.178357 0.083911
0.180361 0.084134
0.182365 0.084352
0.184369 0.084565
0.186373 0.084773
0.188377 0.084976
0.190381 0.085174
0.192385 0.085367
0.194389 0.085556
0.196393 0.085740
0.198397 0.085920
0.200401 0.086095
0.202405 0.086265
0.204409 0.086432
0.206413 0.086593
0.208417 0.086751
0.210421 0.086904
0.212425 0.087053
0.214429 0.087198
0.216433 0.087339
0.218437 0.087476
0.220441 0.087608
0.222445 0.087737
0.224449 0.087862
0.226453 0.087982
0.228457 0.088099
0.230461 0.088212
0.232465 0.088321
0.234469 0.088426
0.236473 0.088528
0.238477 0.088626
0.240481 0.088720
0.242485 0.088811
0.244489 0.088898
0.246493 0.088982
0.248497 0.089062
0.250501 0.089139
0.252505 0.089212
0.254509 0.089282
0.256513 0.089349
0.258517 0.089412
0.260521 0.089472
0.262525 0.089529
0.264529 0.089583
0.266533 0.089633
0.268537 0.089680
0.270541 0.089725
0.272545 0.089766
0.274549 0.089804
0.276553 0.089838
0.278557 0.089870
0.280561 0.089899
0.282565 0.089925
0.284569 0.089948
0.286573 0.089968
0.288577 0.089985
0.290581 0.090000
0.292585 0.090011
0.294589 0.090020
0.296593 0.090026
0.298597 0.090029
0.300601 0.090030
0.302605 0.090028
0.304609 0.090023
0.306613 0.090016
0.308617 0.090005
0.310621 0.089993
0.312625 0.089977
0.314629 0.089960
0.316633 0.089939
0.318637 0.089916
0.320641 0.089891
0.322645 0.089863
0.324649 0.089832
0.326653 0.089799
0.328657 0.089764
0.330661 0.089726
0.332665 0.089686
0.334669 0.089643
0.336673 0.089598
0.338677 0.089551
0.340681 0.089501
0.342685 0.089449
0.344689 0.089395
0.346693 0.089338
0.348697 0.089279
0.350701 0.089218
0.352705 0.089155
0.354709 0.089089
0.356713 0.089021
0.358717 0.088951
0.360721 0.088879
0.362725 0.088804
0.364729 0.088728
0.366733 0.088649
0.368737 0.088568
0.370741 0.088486
0.372745 0.088401
0.374749 0.088314
0.376754 0.088225
0.378758 0.088134
0.380762 0.088041
0.382766 0.087946
0.384770 0.087849
0.386774 0.087750
0.388778 0.087649
0.390782 0.087547
0.392786 0.087442
0.394790 0.087335
0.396794 0.087227
0.398798 0.087117
0.400802 0.087005
0.402806 0.086891
0.404810 0.086776
0.406814 0.086658
0.408818 0.086539
0.410822 0.086418
0.412826 0.086295
0.414830 0.086171
0.416834 0.086045
0.418838 0.085917
0.420842 0.085787
0.422846 0.085656
0.424850 0.085523
0.426854 0.085388
0.428858 0.085252
0.430862 0.085114
0.432866 0.084974
0.434870 0.084833
0.436874 0.084690
0.438878 0.084545
0.440882 0.084399
0.442886 0.084251
0.444890 0.084102
0.446894 0.083951
0.448898 0.083799
0.450902 0.083645
0.452906 0.083489
0.454910 0.083332
0.456914 0.083173
0.458918 0.083013
0.460922 0.082851
0.462926 0.082688
0.464930 0.082523
0.466934 0.082357
0.468938 0.082189
0.470942 0.082020
0.472946 0.081849
0.474950 0.081677
0.476954 0.081504
0.478958 0.081329
0.480962 0.081153
0.482966 0.080975
0.484970 0.080796
0.486974 0.080616
0.488978 0.080434
0.490982 0.080251
0.492986 0.080066
0.494990 0.079880
0.496994 0.079693
0.498998 0.079505
0.501002 0.079315
0.503006 0.079124
0.505010 0.078932
0.507014 0.078738
0.509018 0.078543
0.511022 0.078347
0.513026 0.078149
0.515030 0.077951
0.517034 0.077751
